,distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name,date,location,temp,clouds,pressure,rain,humidity,wind
2333,1.35,Lyft,1543419986428,South Station,Back Bay,26.0,1.0,28987684-820b-47ea-ac41-65d30f910c19,lyft_luxsuv,Lux Black XL,December 02 2018,Back Bay,50.29,1.0,1004.06,,0.93,2.47
2334,1.35,Lyft,1544760611823,South Station,Back Bay,19.5,1.0,4ab09585-ea9d-40d5-b856-bfe506e6e9de,lyft_lux,Lux Black,December 02 2018,Back Bay,50.65,1.0,1004.05,,0.92,2.47
2335,1.35,Lyft,1545146710547,South Station,Back Bay,7.0,1.0,70308d1a-681b-4fd3-bac2-362dc23098bd,lyft,Lyft,December 16 2018,Back Bay,42.18,1.0,1012.16,0.2006,0.77,11.34
2336,1.35,Lyft,1544750112529,South Station,Back Bay,13.5,1.0,8ff431aa-fc45-4e14-a369-bb98ba50132b,lyft_plus,Lyft XL,November 30 2018,Back Bay,42.2,0.74,1016.11,,0.57,2.87
2337,1.35,Lyft,1543570679453,South Station,Back Bay,3.5,1.0,a6680b79-dda2-464a-a310-0a4c741fb200,lyft_line,Shared,November 30 2018,Back Bay,42.14,0.73,1016.11,,0.57,2.91
2338,1.35,Lyft,1545032108589,South Station,Back Bay,13.5,1.0,cc46470a-1adf-416d-a282-43362c957294,lyft_premier,Lux,November 30 2018,Back Bay,42.16,0.75,1016.11,,0.57,2.85
2339,0.63,Uber,1544905208611,Financial District,South Station,,1.0,5c1fa1a0-1e9b-43da-b767-fa63081e6c96,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 30 2018,South Station,42.22,0.75,1016.11,,0.57,2.83
2340,0.63,Uber,1543869480817,Financial District,South Station,13.5,1.0,9e256210-01ed-453b-8e81-58b02e0e07fa,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 30 2018,South Station,42.07,0.73,1016.12,,0.57,2.92
2341,0.63,Uber,1545104112223,Financial District,South Station,26.0,1.0,bf1d41aa-ae76-42cc-8b71-ce217147e529,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 30 2018,South Station,42.21,0.72,1016.12,,0.57,2.94
2342,2.36,Uber,1543885382119,Haymarket Square,Beacon Hill,10.0,1.0,0f94ff50-3ceb-4449-902c-c91f7f1339bf,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 30 2018,Beacon Hill,42.23,0.72,1016.12,,0.57,2.95
2343,2.36,Uber,1545093310810,Haymarket Square,Beacon Hill,23.0,1.0,1add6803-69b2-4f9a-9ba1-737e691c3307,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 30 2018,Beacon Hill,42.23,0.72,1016.12,,0.57,2.94
2344,2.36,Uber,1543306162420,Haymarket Square,Beacon Hill,9.5,1.0,1c630f2b-183c-4148-bcd2-781521cc5390,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 30 2018,Beacon Hill,42.25,0.75,1016.11,,0.57,2.84
2345,2.36,Uber,1543288883571,Haymarket Square,Beacon Hill,,1.0,507b8a4d-3216-4b9a-a166-a848fea90d67,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 30 2018,Beacon Hill,42.1,0.73,1016.11,,0.57,2.9
2346,2.36,Uber,1545098406781,Haymarket Square,Beacon Hill,9.5,1.0,63ef2e79-2385-48b9-8ace-1b7cdfb40e25,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 30 2018,Beacon Hill,42.23,0.73,1016.11,,0.57,2.89
2347,2.36,Uber,1544985011520,Haymarket Square,Beacon Hill,16.5,1.0,e379bb4f-f40a-45c8-9eab-29c28ba69d03,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 30 2018,Beacon Hill,42.19,0.73,1016.11,,0.57,2.93
2348,2.36,Uber,1543305082345,Haymarket Square,Beacon Hill,29.5,1.0,fa69582d-98f7-4d72-b9e9-27b0a76bc322,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,Beacon Hill,33.45,0.14,991.19,,0.83,5.59
2349,2.54,Lyft,1544732412132,Beacon Hill,South Station,7.0,1.0,1856d42a-a91f-4dca-ab1d-a34f882eb323,lyft_line,Shared,November 28 2018,South Station,33.42,0.14,991.19,,0.83,5.6
2350,2.54,Lyft,1543250649574,Beacon Hill,South Station,22.5,1.0,433a8100-1c40-4582-82cf-f357c2032219,lyft_lux,Lux Black,November 28 2018,South Station,33.57,0.14,991.2,,0.82,5.51
2351,2.54,Lyft,1543649877737,Beacon Hill,South Station,16.5,1.0,69f315e6-987a-47e7-8a4f-0ed941b03b55,lyft_plus,Lyft XL,November 28 2018,South Station,33.19,0.14,991.2,,0.84,5.55
2352,2.54,Lyft,1544975110507,Beacon Hill,South Station,19.5,1.0,71345486-1a9e-4fcb-8d61-3f49b3efc55c,lyft_premier,Lux,November 28 2018,South Station,33.58,0.13,991.18,,0.82,5.65
2353,2.54,Lyft,1543404187833,Beacon Hill,South Station,9.0,1.0,8ed7234a-a9ab-4810-803b-439ac0e02678,lyft,Lyft,November 28 2018,South Station,33.22,0.13,991.18,,0.84,5.62
2354,2.54,Lyft,1543855983771,Beacon Hill,South Station,30.0,1.0,ea32defa-f3aa-4c3d-9d9a-c31639b91f14,lyft_luxsuv,Lux Black XL,November 28 2018,South Station,33.25,0.13,991.18,,0.83,5.63
2355,0.99,Lyft,1543576984411,Financial District,Haymarket Square,11.0,1.0,18af7b84-ba40-4219-ae81-8c5d6d50149e,lyft_plus,Lyft XL,November 28 2018,Haymarket Square,33.17,0.13,991.18,,0.84,5.6
2356,0.99,Lyft,1543678081657,Financial District,Haymarket Square,7.0,1.0,47b6c052-b921-4484-b560-18feadb7850a,lyft,Lyft,November 28 2018,Haymarket Square,33.09,0.14,991.2,,0.84,5.59
2357,0.99,Lyft,1543597986486,Financial District,Haymarket Square,16.5,1.0,74319c5c-4528-4681-906e-747604598858,lyft_lux,Lux Black,November 28 2018,Haymarket Square,33.58,0.13,991.19,,0.82,5.66
2358,0.99,Lyft,1543489082475,Financial District,Haymarket Square,26.0,1.0,a62d42c0-f1b3-49da-89a0-5acbfc43133f,lyft_luxsuv,Lux Black XL,November 28 2018,Haymarket Square,33.07,0.13,991.19,,0.84,5.63
2359,0.99,Lyft,1543447747952,Financial District,Haymarket Square,3.5,1.0,df66dada-a2d5-4712-9a51-45b209f52f13,lyft_line,Shared,November 28 2018,Haymarket Square,33.11,0.14,991.18,,0.84,5.6
2360,0.99,Lyft,1543655579450,Financial District,Haymarket Square,13.5,1.0,e8f04c2b-1594-4d28-b961-f9fc4c86b620,lyft_premier,Lux,November 28 2018,Haymarket Square,39.59,0.28,991.76,,0.65,8.25
2361,2.84,Uber,1544751307229,Fenway,West End,9.0,1.0,2eed5adc-16e9-4d1c-a96d-8c0cad821e6d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,West End,39.44,0.27,991.74,,0.65,8.05
2362,2.84,Uber,1544881806511,Fenway,West End,9.5,1.0,550a52b4-02c6-40c7-a610-e098b2b23e18,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,West End,39.56,0.26,991.73,,0.65,8.08
2363,2.84,Uber,1545018305255,Fenway,West End,33.0,1.0,7b5df9d0-45ba-4e72-b4f7-3bb5f0a65499,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,West End,39.46,0.27,991.74,,0.65,8.03
2364,2.84,Uber,1543446487888,Fenway,West End,9.5,1.0,8777397b-1bbd-4e5e-a735-7d53ae0d9346,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,West End,39.55,0.26,991.73,,0.65,8.17
2365,2.84,Uber,1545002703968,Fenway,West End,24.5,1.0,a53406f6-6883-4b80-b834-b3ea5a2cc41e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,West End,40.96,0.67,991.63,,0.64,10.39
2366,2.84,Uber,1543413188276,Fenway,West End,16.0,1.0,d6e56e20-0aef-4993-9e73-02538e90c09c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,West End,41.27,0.66,991.63,,0.63,10.42
2367,2.84,Uber,1543762078908,Fenway,West End,,1.0,ee85f80f-8ec0-4c1a-858a-8de1f457be78,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,West End,41.13,0.68,991.6,,0.63,10.38
2368,2.25,Lyft,1544736912510,Haymarket Square,Back Bay,16.5,1.0,0ca3fea8-36e6-4882-b938-73bd6f22d6b5,lyft_premier,Lux,November 28 2018,Back Bay,41.14,0.68,991.6,,0.63,10.38
2369,2.25,Lyft,1543597380567,Haymarket Square,Back Bay,22.5,1.0,2d02ac64-366d-490e-8fe1-ab5a28217750,lyft_lux,Lux Black,November 28 2018,Back Bay,41.34,0.66,991.63,,0.63,10.44
2370,2.25,Lyft,1545057311838,Haymarket Square,Back Bay,32.5,1.0,5aa38645-10e7-4438-9872-6bc5015e7595,lyft_luxsuv,Lux Black XL,November 28 2018,Back Bay,41.24,0.67,991.61,,0.63,10.43
2371,2.25,Lyft,1543884480448,Haymarket Square,Back Bay,5.0,1.0,8adba1ef-b80f-4ef6-96e1-a249b2b2f768,lyft_line,Shared,December 14 2018,Back Bay,27.42,0.18,1033.66,,0.78,1.96
2372,2.25,Lyft,1543445768113,Haymarket Square,Back Bay,13.5,1.0,ba693bce-b850-4fc6-ae86-5e40ef397cba,lyft_plus,Lyft XL,November 28 2018,Back Bay,34.91,0.54,991.76,,0.79,5.76
2373,2.25,Lyft,1543518785481,Haymarket Square,Back Bay,10.5,1.0,e21647f5-6f65-4a20-88f5-3d2b6f6e186e,lyft,Lyft,November 28 2018,Back Bay,34.87,0.53,991.75,,0.79,5.79
2374,0.56,Lyft,1543744079742,North Station,Haymarket Square,16.5,1.0,14126699-bd0e-46cb-bf68-fdfcf388398f,lyft_lux,Lux Black,November 28 2018,Haymarket Square,34.86,0.55,991.76,,0.79,5.67
2375,0.56,Lyft,1543857177756,North Station,Haymarket Square,5.0,1.0,6e6b770d-70a2-49ca-bcdd-fb79e344535e,lyft_line,Shared,November 28 2018,Haymarket Square,34.86,0.55,991.77,,0.79,5.7
2376,0.56,Lyft,1543654379552,North Station,Haymarket Square,7.0,1.0,8b0697a0-0c90-4ce9-b18a-05e9d771293b,lyft,Lyft,November 28 2018,Haymarket Square,35.46,0.52,991.75,,0.78,5.85
2377,0.56,Lyft,1543666980209,North Station,Haymarket Square,26.0,1.0,8cd1212a-9b9a-42bd-a03b-251f53c69f70,lyft_luxsuv,Lux Black XL,November 28 2018,Haymarket Square,34.95,0.52,991.74,,0.79,5.8
2378,0.56,Lyft,1543308862161,North Station,Haymarket Square,11.0,1.0,8e77e0c1-619d-4760-a448-a8500c282280,lyft_premier,Lux,November 28 2018,Haymarket Square,34.88,0.53,991.75,,0.79,5.82
2379,0.56,Lyft,1543271170793,North Station,Haymarket Square,9.0,1.0,f5039211-0fcd-41d1-a084-9e2c9521516b,lyft_plus,Lyft XL,November 28 2018,Haymarket Square,34.9,0.52,991.74,,0.79,5.79
2380,2.79,Uber,1544740805799,Beacon Hill,Boston University,,1.0,0b987688-600c-4625-81ba-6f2e824b7852,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 17 2018,Boston University,40.78,0.93,1000.15,,0.79,7.55
2381,2.79,Uber,1543464308739,Beacon Hill,Boston University,9.5,1.0,475270cb-5db7-4143-a208-ba4a731fa6ea,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 17 2018,Boston University,41.14,0.93,1000.16,,0.78,7.59
2382,2.79,Uber,1543591982666,Beacon Hill,Boston University,8.0,1.0,78b12d9c-0f08-4ca9-8128-426235c00a69,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 17 2018,Boston University,40.77,0.93,1000.16,,0.79,7.57
2383,2.79,Uber,1543833780909,Beacon Hill,Boston University,31.5,1.0,9365a739-e33f-4f34-a868-a5e5d196288c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,Boston University,35.51,0.25,991.58,,0.78,6.57
2384,2.79,Uber,1543731484058,Beacon Hill,Boston University,9.5,1.0,d9fd12e5-f2cf-4aab-883e-47d865b4c690,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,Boston University,35.51,0.25,991.56,,0.78,6.58
2385,2.79,Uber,1543437128310,Beacon Hill,Boston University,16.0,1.0,ed7d7423-3671-43c0-b4f4-f208201d7369,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,Boston University,35.52,0.26,991.58,,0.78,6.45
2386,2.79,Uber,1543365382157,Beacon Hill,Boston University,24.0,1.0,f5879075-b771-4350-9602-95a0a56f8e83,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,Boston University,35.3,0.26,991.59,,0.79,6.5
2387,3.37,Uber,1543815781436,Northeastern University,North Station,19.0,1.0,482b5eab-30e6-46c4-88d4-9a9680cba0a0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,North Station,36.26,0.24,991.56,,0.76,6.67
2388,3.37,Uber,1543713178697,Northeastern University,North Station,25.0,1.0,59167805-3025-471f-99f1-c951bcf57bf8,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,North Station,35.53,0.24,991.55,,0.78,6.64
2389,3.37,Uber,1543695485003,Northeastern University,North Station,10.5,1.0,5de640e1-7ec1-4740-9dc7-65a1cab38ba9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,North Station,36.22,0.24,991.57,,0.76,6.68
2390,3.37,Uber,1543398034893,Northeastern University,North Station,10.5,1.0,66b0df14-2cf8-4742-8059-fba191e1f42a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,North Station,37.87,0.43,999.02,,0.7,9.53
2391,3.37,Uber,1543295721974,Northeastern University,North Station,11.0,1.0,a72a11b0-f4ef-49eb-bc6b-c49056df0446,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,North Station,37.69,0.44,999.02,,0.7,9.57
2392,3.37,Uber,1543510382261,Northeastern University,North Station,,1.0,d0784cf5-0181-4b2c-9b3b-0c89e3f1ea4f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,North Station,37.97,0.46,998.99,,0.69,9.76
2393,3.37,Uber,1543444328567,Northeastern University,North Station,36.0,1.0,eda4b972-dfef-4c4b-b54b-c19e21d8c6f5,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,North Station,37.84,0.46,998.99,,0.7,9.72
2394,2.48,Lyft,1543572781305,Beacon Hill,South Station,19.5,1.0,2796bcff-2c48-4f2b-b0ce-edd4fccc0f46,lyft_premier,Lux,November 28 2018,South Station,37.87,0.46,998.99,,0.7,9.74
2395,2.48,Lyft,1543503176084,Beacon Hill,South Station,7.0,1.0,5b2166ed-7149-4ad2-a128-630a7e306a4c,lyft_line,Shared,November 28 2018,South Station,37.66,0.44,999.02,,0.7,9.63
2396,2.48,Lyft,1543286903803,Beacon Hill,South Station,9.0,1.0,9680829b-bf89-49d4-b642-6ba119af8dfd,lyft,Lyft,November 28 2018,South Station,37.92,0.46,999.0,,0.7,9.77
2397,2.48,Lyft,1545054311729,Beacon Hill,South Station,26.0,1.0,9b1c0d27-9ed6-441a-be3a-17718e8a249f,lyft_lux,Lux Black,November 28 2018,South Station,37.74,0.46,999.0,,0.7,9.69
2398,2.48,Lyft,1543696383262,Beacon Hill,South Station,34.0,1.0,9c10bd6e-4e9d-45e2-af07-cd6018c069a8,lyft_luxsuv,Lux Black XL,November 30 2018,South Station,36.22,0.87,1018.49,,0.7,4.3
2399,2.48,Lyft,1543481284357,Beacon Hill,South Station,16.5,1.0,fb3f731c-f924-444e-8a16-39cd136bf1d4,lyft_plus,Lyft XL,November 30 2018,South Station,36.39,0.87,1018.49,,0.7,4.19
2400,2.74,Uber,1543501378710,Haymarket Square,Back Bay,9.5,1.0,8c828fbb-92e1-4248-8c38-3640949d9bb4,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 30 2018,Back Bay,36.24,0.87,1018.49,,0.7,4.18
2401,0.39,Uber,1544980211114,South Station,Financial District,,1.0,435a66d6-4719-48fa-9fa6-30bbeba74c83,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 30 2018,Financial District,36.19,0.87,1018.49,,0.7,4.2
2402,0.39,Uber,1543755477673,South Station,Financial District,7.0,1.0,44f889ab-c492-4b5b-8f1e-8f410e982a6e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 18 2018,Financial District,27.41,0.8,1006.12,,0.54,17.06
2403,0.39,Uber,1543465567868,South Station,Financial District,5.5,1.0,5f739b9c-b09a-4c32-afe8-8136a6e56983,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 18 2018,Financial District,27.31,0.8,1006.06,,0.54,17.43
2404,0.39,Uber,1543764784456,South Station,Financial District,9.5,1.0,9addf3a2-ff99-4142-a3dd-ea68dbd6d6b2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 16 2018,Financial District,40.36,1.0,1010.94,0.021,0.9,10.43
2405,0.39,Uber,1543413388750,South Station,Financial District,27.0,1.0,9b62192e-3ef3-422f-89ff-1b6cad6a92c6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 16 2018,Financial District,40.39,1.0,1010.96,0.025,0.9,10.48
2406,0.39,Uber,1545063008426,South Station,Financial District,15.5,1.0,bc8c0414-4c6e-40d9-9074-27574621667a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 16 2018,Financial District,40.15,1.0,1010.91,0.0151,0.91,10.08
2407,0.39,Uber,1544967305556,South Station,Financial District,7.0,1.0,f3823e71-e288-443a-9a54-5dad0cfe65de,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 16 2018,Financial District,41.36,1.0,1010.95,0.026,0.87,10.66
2408,2.62,Uber,1543688284908,Boston University,Theatre District,10.0,1.0,4072c7b8-fc16-4807-b48e-e04d280c6f2c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 16 2018,Theatre District,40.32,1.0,1010.97,0.026,0.9,10.57
2409,2.62,Uber,1543706583402,Boston University,Theatre District,,1.0,65359de7-f373-462b-a5bb-9b2be6f8aa5d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 16 2018,Theatre District,40.37,1.0,1010.97,0.026,0.9,10.6
2410,2.62,Uber,1543279420830,Boston University,Theatre District,16.0,1.0,b0819218-481b-4cb3-a976-788b1571ee39,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 16 2018,Theatre District,40.25,1.0,1010.98,0.025,0.9,10.5
2411,2.62,Uber,1545057005324,Boston University,Theatre District,25.0,1.0,c05e07b7-ab54-4031-ae59-ac5f15d18bc7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 16 2018,Theatre District,40.18,1.0,1010.9,0.018,0.91,10.21
2412,2.62,Uber,1543250290557,Boston University,Theatre District,10.5,1.0,c61e15f2-f7fe-4a49-b62e-a3f272d5bf0c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 16 2018,Theatre District,40.21,1.0,1010.94,0.026,0.91,10.6
2413,2.62,Uber,1545127217149,Boston University,Theatre District,10.5,1.0,e0f4976a-cec9-4173-9906-53612441a206,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 26 2018,Theatre District,45.8,0.97,1010.98,,0.84,8.04
2414,2.62,Uber,1543334962325,Boston University,Theatre District,33.0,1.0,e8cc358f-7013-4064-97d8-d9d37a6a5c1f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 26 2018,Theatre District,45.84,0.97,1010.97,,0.84,8.09
2415,2.39,Uber,1543479777411,Theatre District,Fenway,20.5,1.0,054d2762-750d-4771-8b6f-73195ce44d33,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 26 2018,Fenway,45.81,0.97,1010.97,,0.84,8.09
2416,2.39,Uber,1543711987821,Theatre District,Fenway,35.0,1.0,12c41d21-32c2-4ce3-874f-8c1c5fb9edf9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 26 2018,Fenway,45.83,0.97,1010.98,,0.84,8.02
2417,2.39,Uber,1544850611069,Theatre District,Fenway,,1.0,7c0584d4-1d56-4022-bc48-d112cd659286,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 26 2018,Fenway,45.86,0.97,1010.98,,0.84,8.02
2418,2.39,Uber,1543755477705,Theatre District,Fenway,25.0,1.0,8973b089-8a6d-473e-aed2-d9d29c3caf71,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 26 2018,Fenway,46.36,0.97,1010.98,,0.82,8.01
2419,2.39,Uber,1543343242134,Theatre District,Fenway,11.0,1.0,c9a4f2ac-415e-407c-950b-8d29f9b063b7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 26 2018,Fenway,45.77,0.97,1010.98,,0.84,8.03
2420,2.39,Uber,1543618679477,Theatre District,Fenway,15.0,1.0,d224708b-2ef8-48de-9681-aba8982db8bf,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,Fenway,37.63,0.61,1000.62,,0.71,10.5
2421,2.39,Uber,1543718882600,Theatre District,Fenway,15.0,1.0,ea85497a-6a29-4e91-b31b-eac9baca6e43,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,Fenway,37.65,0.61,1000.61,,0.71,10.53
2422,1.25,Uber,1543412107748,Haymarket Square,Financial District,8.0,1.0,17cb7f5c-da02-40ae-88c2-dc28639556d2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,Financial District,37.68,0.62,1000.64,,0.7,10.38
2423,1.25,Uber,1544786111792,Haymarket Square,Financial District,12.5,1.0,1fa7d979-563a-4e75-a30e-09c3f20f6fb3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 29 2018,Financial District,38.28,0.61,1000.6,,0.69,10.62
2424,1.25,Uber,1544872808128,Haymarket Square,Financial District,8.0,1.0,4411222e-80ac-4e2f-9c0f-7ce9079a5d7b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,Financial District,37.59,0.61,1000.59,,0.71,10.58
2425,1.25,Uber,1543270449759,Haymarket Square,Financial District,,1.0,5230de0f-6186-4698-92ac-6c9d7243d9d9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 29 2018,Financial District,37.5,0.61,1000.6,,0.71,10.55
2426,1.25,Uber,1543451887842,Haymarket Square,Financial District,16.5,1.0,e28020a3-cab5-4894-801e-391cc0815f52,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,Financial District,37.31,0.62,1000.63,,0.72,10.48
2427,1.25,Uber,1544799903831,Haymarket Square,Financial District,6.5,1.0,f088d864-5e79-49ed-845f-20e21ac2f427,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 29 2018,Financial District,38.21,0.61,1000.6,,0.69,10.63
2428,1.25,Uber,1544715303610,Haymarket Square,Financial District,26.5,1.0,f52921b7-de4b-43bb-87fe-577dc33536d0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 29 2018,Financial District,37.35,0.61,1000.61,,0.72,10.58
2429,2.42,Lyft,1543291042105,Northeastern University,Beacon Hill,22.5,1.0,56519a8f-3425-4b2c-862f-5835b5ee0132,lyft_lux,Lux Black,November 29 2018,Beacon Hill,37.44,0.61,1000.6,,0.71,10.54
2430,2.42,Lyft,1544997613921,Northeastern University,Beacon Hill,16.5,1.0,64ae280f-a169-424e-8f8c-9114b89cca90,lyft_premier,Lux,November 28 2018,Beacon Hill,38.75,0.71,997.15,,0.7,9.77
2431,2.42,Lyft,1543800775989,Northeastern University,Beacon Hill,7.0,1.0,a0c5f6c6-6c37-4c42-bfe7-2370f3123761,lyft_line,Shared,November 28 2018,Beacon Hill,41.19,0.61,991.57,,0.62,9.93
2432,2.42,Lyft,1545100504650,Northeastern University,Beacon Hill,16.5,1.0,a4a2f548-1333-44d4-b2c6-f0d34ea71e7f,lyft_plus,Lyft XL,November 28 2018,Beacon Hill,41.07,0.62,991.56,,0.62,9.9
2433,2.42,Lyft,1543663376144,Northeastern University,Beacon Hill,32.5,1.0,b4a6a243-ff25-418f-afc6-2b56ae0fcca1,lyft_luxsuv,Lux Black XL,November 28 2018,Beacon Hill,41.1,0.62,991.56,,0.62,9.92
2434,2.42,Lyft,1543422547855,Northeastern University,Beacon Hill,10.5,1.0,de2580b4-c345-461c-a956-c835e4165c48,lyft,Lyft,November 28 2018,Beacon Hill,41.4,0.61,991.57,,0.61,9.96
2435,1.21,Uber,1543430487282,North End,Financial District,7.0,1.0,222fce83-f0b9-4dc4-b3f2-37c3becce0d7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,Financial District,41.15,0.62,991.56,,0.62,9.94
2436,1.21,Uber,1543743779574,North End,Financial District,,1.0,54660f23-fe88-43d5-ab13-c726c7e4d5ea,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,Financial District,41.34,0.62,991.56,,0.61,9.93
2437,1.21,Uber,1545047110776,North End,Financial District,7.0,1.0,5be5e39a-9fc7-4d09-aa24-6b491e01b5d4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,Financial District,41.24,0.63,991.56,,0.62,9.88
2438,1.21,Uber,1544681710656,North End,Financial District,27.5,1.0,883bc353-1825-4c42-97ed-5c66f8ff7d8d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 26 2018,Financial District,40.57,1.0,1014.17,,0.92,1.39
2439,1.21,Uber,1543556885556,North End,Financial District,7.0,1.0,a8b709a7-4aa7-4b48-b2e7-f7c7af760d16,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 26 2018,Financial District,43.97,1.0,1014.18,,0.81,1.45
2440,1.21,Uber,1544900415554,North End,Financial District,10.5,1.0,b9c1b47f-bcc0-4bbb-be34-8f6afea12a75,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 26 2018,Financial District,40.6,1.0,1014.18,,0.92,1.43
2441,1.21,Uber,1543415529552,North End,Financial District,15.0,1.0,dc28abb1-3c56-46d1-b170-caadbfd44edb,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 26 2018,Financial District,40.39,1.0,1014.16,,0.92,1.33
2442,3.52,Lyft,1543735980205,North Station,Boston University,38.5,1.0,e30fcbaa-d4e4-41ff-b02a-17e54fa1d84a,lyft_luxsuv,Lux Black XL,November 26 2018,Boston University,40.46,1.0,1014.17,,0.92,1.41
2443,3.53,Uber,1544891409476,West End,Boston University,19.0,1.0,0fcb6681-4715-4ff9-bba6-ac474a43190f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 26 2018,Boston University,40.48,1.0,1014.18,,0.92,1.41
2444,2.58,Uber,1545042309789,Beacon Hill,South Station,11.0,1.0,11ceefb6-f924-4f1f-a5b1-62368d563e2b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 13 2018,South Station,20.05,0.62,1030.2,,0.61,3.65
2445,2.58,Uber,1544828710660,Beacon Hill,South Station,22.0,1.0,1feb72a1-49d9-4d83-bae2-6d48208a1b87,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 13 2018,South Station,19.78,0.61,1030.21,,0.61,3.56
